,S_mean_std,A_mean_std,count,L2_norm
0,0.009123388866252519,17.664603327877455,100,
1,0.009123388866252531,8.604058360677042,100,
2,0.009123388866252488,12.113887045863589,95,
3,0.00912338886625256,16.749046400877614,73,
4,0.00912338886625253,14.438105511957371,100,
5,0.009123388866252441,19.200497446500297,70,
6,0.009123388866252512,11.018219340039016,96,
7,0.009123388866252517,12.521340680841341,100,
8,0.009123388866252509,13.547040673039575,95,
9,0.009123388866252526,15.99585210125704,100,
10,0.00912338886625251,9.839573960178274,100,
11,0.00912338886625252,10.562954306872305,57,
12,0.009123388866252522,10.576727917494274,100,
13,0.009123388866252533,13.119759102207574,100,
14,0.009123388866252503,15.945394967318252,100,
15,0.009123388866252524,10.690830513979805,80,
16,0.009123388866252516,10.398072309974463,100,
17,0.00912338886625251,31.238366569989466,100,
18,0.00912338886625253,14.927201078915738,100,
19,0.00912338886625252,14.41548739469335,87,
20,0.009123388866252528,12.331585498877406,88,
21,0.00912338886625248,13.631366369517288,100,
22,0.009123388866252531,14.657936874098436,100,
23,0.009123388866252496,10.664191309341295,85,
24,0.009123388866252512,20.075441907834737,92,
25,0.00912338886625253,11.201626097655058,100,
26,0.009123388866252512,16.238354511447636,100,
27,0.009123388866252552,11.745521819520098,99,
28,0.0091233888662525,12.82585709625944,100,
29,0.009123388866252507,14.924350532879851,100,
30,0.009123388866252543,10.083580830833093,91,
31,0.00912338886625251,19.55077436078394,92,
32,0.009123388866252535,17.492004934343882,100,
33,0.00912338886625252,10.833912614038399,91,
34,0.009123388866252519,12.821461746971666,100,
35,0.009123388866252524,9.247269857273842,100,
36,0.009123388866252526,8.878943279974942,91,
37,0.009123388866252517,10.16139032989149,100,
38,0.009123388866252517,20.41043416883588,100,
39,0.009123388866252519,11.215258934703735,94,
40,0.00912338886625252,11.48304988385589,87,
41,0.009123388866252505,10.557177541102352,59,
42,0.009123388866252528,11.370000027230969,55,
