,S_mean_std,A_mean_std,count,L2_norm
0,0.0063434871626829314,14.39310220919278,100,
1,0.006343487162682932,20.217922950199593,100,
2,0.00634348716268294,27.36365757807461,99,
3,0.006343487162682972,26.496320178893225,76,
4,0.006343487162682925,16.565713193165706,98,
5,0.0063434871626829184,29.85533335986652,100,
6,0.006343487162682932,16.257808935964054,95,
7,0.006343487162682916,16.429308588023297,100,
8,0.006343487162682927,25.770345627770975,100,
9,0.006343487162682918,16.159353912458528,98,
10,0.006343487162682917,18.617018823515476,59,
11,0.006343487162682891,58.36615127544672,100,
12,0.006343487162682926,26.057381921997475,100,
13,0.006343487162682921,21.626932383106322,82,
14,0.006343487162682911,14.333261927562939,100,
15,0.0063434871626829184,20.082801893950915,98,
16,0.006343487162682904,33.08428047566652,100,
17,0.0063434871626829245,22.08350523821977,100,
18,0.006343487162682906,20.76125146130221,100,
19,0.006343487162682928,19.00809812511916,100,
20,0.0063434871626828855,26.66393066943059,76,
21,0.006343487162682908,24.340486510688933,99,
22,0.0063434871626828985,25.772519463886304,99,
23,0.006343487162682943,17.42498465959993,66,
24,0.006343487162682914,25.67287376450199,99,
25,0.006343487162682914,20.398895588688795,100,
26,0.006343487162682924,20.302800038666653,60,
27,0.006343487162682923,13.849044659678313,98,
28,0.006343487162682906,16.59050672611325,96,
29,0.006343487162682929,21.461316311766577,100,
30,0.00634348716268293,16.40022233950549,99,
31,0.006343487162682942,15.820397876038863,100,
32,0.006343487162682955,16.177216359781344,100,
33,0.006343487162682922,18.429773717907402,57,
34,0.006343487162682917,18.212075354663,70,
35,0.006343487162682907,23.358754073814097,57,
36,0.006343487162682948,23.423184147673968,57,
37,0.006343487162682922,17.36624530765412,61,
38,0.006343487162682915,18.810263942533357,64,
39,0.006343487162682916,17.986479710521387,51,
40,0.006343487162682938,16.887718079846184,58,
