,S_mean_std,A_mean_std,count,L2_norm
0,0.007828523205016974,31.719955633698508,95,
1,0.007828523205016986,32.87597786487219,100,
2,0.007828523205016988,36.63141114463285,94,
3,0.007828523205016974,33.474162423876365,97,
4,0.007828523205016964,33.61129393128604,100,
5,0.007828523205016981,33.7497319494431,100,
6,0.007828523205016978,51.63111799301778,100,
7,0.007828523205016966,33.02210439241298,97,
8,0.007828523205016974,31.89469688218042,100,
9,0.007828523205016969,38.262399352529584,100,
10,0.007828523205016969,32.94925544139564,87,
11,0.007828523205016985,30.724521940186705,99,
12,0.00782852320501698,32.45307283107231,55,
13,0.007828523205016974,34.097824805477266,76,
14,0.007828523205016973,36.07532650060296,100,
15,0.007828523205016974,33.63557401778871,100,
16,0.007828523205016973,31.267486340382558,77,
17,0.007828523205016978,52.613922756091995,100,
18,0.00782852320501698,32.47120224862011,100,
19,0.00782852320501698,30.976417849735974,97,
20,0.007828523205016978,31.97973551494887,100,
21,0.007828523205016981,32.25724276392881,92,
22,0.007828523205016986,31.97511386348188,96,
23,0.00782852320501698,31.039526217079814,100,
24,0.00782852320501698,35.987058022979994,100,
25,0.007828523205016976,34.77905901192335,100,
26,0.007828523205016973,38.064425814842,100,
27,0.007828523205016988,34.01924760134902,100,
28,0.007828523205016993,50.078771074102015,100,
29,0.007828523205016967,37.740552636523,100,
30,0.007828523205016981,32.11268956334791,98,
31,0.007828523205016969,34.31011362848247,100,
32,0.007828523205016981,31.40305105816308,97,
33,0.007828523205016973,34.88123648515452,100,
34,0.007828523205016976,32.62058431261097,75,
35,0.007828523205016969,31.905504511976066,88,
36,0.007828523205016969,31.88937245497462,100,
37,0.007828523205016969,36.37468271362637,67,
38,0.007828523205016969,48.096005381302604,100,
39,0.007828523205016985,30.09130619280149,100,
40,0.00782852320501698,34.858264779540676,96,
41,0.00782852320501699,34.18566281483573,97,
42,0.007828523205016978,33.49133405586694,86,
43,0.007828523205016974,32.09987878249703,91,
44,0.007828523205016981,34.03352662762259,100,
45,0.007828523205016974,33.37807528452666,100,
46,0.007828523205016964,33.20736764841298,92,
47,0.007828523205016976,38.75866657830917,94,
48,0.007828523205016969,31.12495203368329,100,
49,0.007828523205016974,31.846135553958288,85,
50,0.00782852320501698,36.47777368349842,75,
51,0.007828523205016969,32.703880371832895,84,
52,0.00782852320501697,31.449771817713092,63,
53,0.007828523205016969,37.01492027267856,74,
