,M007_AD_drug_CT10,M009_AD_drug_CT10,M011_AD_drug_CT10,M003_AD_drug_CT14,M016_AD_drug_CT14,M017_AD_drug_CT14,M018_AD_drug_CT14,M001_AD_vehicle_CT10,M002_AD_vehicle_CT10,M010_AD_vehicle_CT10,M013_AD_vehicle_CT10,M004_AD_vehicle_CT14,M005_AD_vehicle_CT14,M008_AD_vehicle_CT14,M012_AD_vehicle_CT14,M020_AD_vehicle_CT14,M631_NTg_vehicle_CT10,M636_NTg_vehicle_CT10,M650_NTg_vehicle_CT10,M634_NTg_vehicle_CT14,M635_NTg_vehicle_CT14,M647_NTg_vehicle_CT14,M648_NTg_vehicle_CT14
0,6.786151145107201,1.064750082906078,32.54605299469127,-82.17792648546536,8.354033712933978,37.37339474386308,-1.2984860386178223,33.0409916343476,26.150417652542895,58.60365064700768,35.527040920842325,6.7902636170888835,7.945336966101379,14.751417793994532,-2.128867634202673,8.682148971865706,4.211615681831962,1.2318901842563486,-0.6458112061147095,1.4310223048131647,-1.3445093832007613,-0.006430227852004363,0.44954142373448436
1,218.69843375829572,217.1432341079195,217.36571085869664,209.13469457854623,204.6274519260753,219.08095498269023,213.25056685729425,209.50063530001344,215.4646841077998,219.02117531563295,225.8245721858117,214.60156517242535,218.1220165919534,225.23688204830472,214.50655844022796,220.09875358036854,217.68667500027053,216.26724075568234,216.4404970575182,213.88025511983923,209.43625873101948,212.39270708090763,208.7712238209471
2,6.695007529612717,-13.902045576931844,-100.8005453031626,25.886600038783556,21.131710861296042,33.88681711400906,16.485634557699395,39.18771956066442,25.28106680688843,38.287813130405276,20.06403806526978,-5.398841570626629,4.659656566580124,-10.486896526357985,-11.583477538600942,-8.413627680546918,-2.4504270006120796,-2.5623579609748948,-5.568636965181529,-1.661348984555727,0.9129459397880566,14.345820824817684,21.148570380007754
3,11.739040558170544,-0.22684901060638996,32.398890883004384,24.215238822586088,-89.9139550026767,41.8566693791926,11.116860435747682,37.61006083917752,29.18115135341524,37.07961838958609,32.403152385639025,5.341825730309596,10.492874564683252,17.326168245860867,-2.8197922502606723,11.258609167069004,-0.12799704616934438,-0.7662873866551557,-2.8765843642420017,-3.8778702695660754,-5.8321958076817975,8.726763965321027,7.917782986101233
4,6.320437504306571,4.944744731104765,13.475337963329133,8.516795719302896,7.249600496440174,11.315129255224814,8.36768477440057,11.370364668972405,9.07321903330218,8.332338818786301,9.647655677626787,7.034317583248566,4.573095674096291,6.106094442688239,3.0921265370857234,1.680911727373126,-76.27277644539615,-72.35464300736975,47.699554266977024,21.521047583840975,22.19112189112308,13.24587647226553,8.715669547035448
5,37.57296672465699,32.687371851187066,42.45863826329921,44.15562468364246,41.56857743351926,51.609641927551344,39.42604006155094,54.01705506871125,46.70766742224958,56.74014938515341,-101.46740664492812,37.018358875776194,35.75848977206065,33.53696392897095,32.53813241796216,34.253377483381385,33.70412800420659,33.91435355681356,31.222707787697242,35.06978297282703,35.13903632863522,39.05925926977735,42.109136783729625
6,1.7969507057479526,-9.692869820665434,33.255495091096144,34.0170842460442,27.739152833620864,39.983658593194406,-87.43625038352917,37.68149504165717,30.67471364831956,32.65088030748568,34.77530872548449,-0.8899243104342129,1.4981382198856175,0.24727642764563607,-11.601301653809283,-1.8086067313983651,2.7503632360220487,0.3567791189929224,-2.7841298690305347,-3.3818449037905274,-0.9391030361789877,1.181022879066229,28.682575331821916
7,1.0767767357436644,-1.671581397981548,9.34807673905651,7.043677475689765,-2.008062997983413,-82.34451772917261,-0.5586859664900807,58.25787418180064,0.7138851666472762,24.08066662990658,11.664289981114248,-1.3127979029350383,-1.1508836887052623,-1.241342916929878,-1.8648707124105175,0.5473959758804043,1.885152605187846,1.16755955226784,-1.994839565347586,-0.791943024719998,0.4362550114371886,-0.7634303780371579,-4.374679612163842
8,6.833637521079307,0.9419726539161756,12.102451381643768,8.396774182746759,7.1742088934757975,9.246344426643965,9.304278550819632,8.14031505343061,7.240169673278721,6.3491459283862985,10.263802898301694,4.878369698466944,6.537108208208649,4.957972904325421,1.8878374686180772,-0.28203277782175656,47.663721011584464,-75.76651319700963,-73.47872302611144,35.515495936006836,35.31908878455298,11.2839324073313,8.146161722070348
9,10.205055896723765,0.509559833497696,31.943420814960778,26.65914917889823,21.124576881120543,38.65328254434421,11.418915885453544,37.190578756014744,25.70096794539993,29.819375790142118,31.321920716037425,8.25668059249255,9.937616902584997,14.158796737494566,-1.8300695773533917,5.2976584265435225,0.1237966748229811,-6.890034000357428,-3.883338998743427,-5.060932064211153,-5.567191956408888,4.205391571256457,-88.512176351973
10,10.265524064639663,6.332156577939198,14.91646818847609,11.069590235851713,12.744825689976917,14.048795661801122,12.674260085534174,13.745012872997544,11.808319767348127,7.379564334171934,12.844791732265977,9.631105827107662,10.27393516463202,10.370783087168657,5.474156433908869,3.55103911438483,-72.07725225652538,43.84162864309399,-73.6455472853611,26.969671470223265,25.968431906337386,13.455611548811982,14.025537251482366
11,-30.525997106007562,-36.17276128254777,-19.73328395540406,-15.025191353185601,-16.230509051129918,-15.530583837785993,-16.277449018187724,-12.185854422573303,-17.268653884647563,-14.912882750848278,-15.201234241874896,-38.65242120455101,-30.42039738767599,-27.7432024189282,-33.62299633353653,-26.43042676907153,32.601126657684944,44.900511680316164,41.21590863781302,64.63252300959961,62.38376256375968,-22.50401350825324,-17.5070441688392
12,7.197199370695935,-2.973418745036313,26.148666021270916,31.013706031206393,25.883290171063003,28.83797345148717,35.49241205325419,26.54669012508045,26.357312785667258,30.592966753038425,30.481430958886875,-0.5398363533701924,8.74613943132643,3.596315958667511,-5.733389581014559,-0.44920777840929804,-4.6386536829616425,-8.011602506198239,-6.736560172817325,-15.445690431235843,-12.411657353122841,-91.89077053824012,27.151657676753512
13,-3.5751012841277334,-3.5389198789083327,23.526569321142375,17.02118355653022,8.951642964977442,29.3003358098699,8.680418169771905,25.499461057226036,-82.4224535960355,45.48308110701348,26.418906473129997,-1.297749003484349,-2.518895427163885,4.369888354614085,-5.818599220664427,-0.36204280670182615,9.15878965890334,4.827307071842364,0.3560890977259251,4.808386463228033,8.012753023861372,6.908900836280427,10.733984848748314
14,0.712311974951457,-5.824988534183923,1.3567564915896213,5.184175168891776,5.890227822189419,2.41179311024069,3.967719712438787,2.9242135629577133,0.5545338427632809,-0.2948596261817824,4.852375630318695,-2.9882861806258276,1.5715074482329412,-3.8210433079692976,-2.7846782985266767,-3.234239228319799,-0.5025734251416866,4.637221664367399,-1.09113543216922,-83.88670147501283,79.53043863650247,3.2524459741916383,4.205091131014395
15,-79.58166294581218,-1.8580387144990338,-0.9359402395822624,2.0843777735474576,1.592500080785998,-1.534584682075198,-0.669327357572025,-6.183906042684429,0.8217733414790862,6.4416194585409325,-0.25848283946679035,0.14689327616974449,78.14374842851008,1.26505672802933,2.8391961750592287,2.8503890712738467,1.5278398925013068,-2.1799306511715906,-3.056378837784875,1.2212084752961037,2.3072745494320457,-2.5331019837850737,-0.0604162081377417
16,-62.488291458487076,-18.13838476463065,28.887070784738476,32.170885699976964,34.92944257642915,27.277045823480183,38.26374894201906,25.20335133175062,30.460206282425936,22.859770766096577,25.828487413584423,-14.702835522247389,-63.70255168241891,-23.341312211889235,-17.63809081180747,-20.583955318028128,-2.3235341936968714,-4.9747321431121385,-12.355134194057722,-10.265802994281827,-9.306516816290499,37.012731227227285,34.588095378262615
