,S_mean_std,A_mean_std,count,L2_norm
0,0.00818161871503302,34.83548541120543,97,
1,0.008181618715033026,33.68670272192538,84,
2,0.008181618715033031,33.89376012891061,98,
3,0.008181618715033038,31.714360897860015,100,
4,0.00818161871503303,30.73711417804573,72,
5,0.008181618715033024,30.467241505083745,100,
6,0.008181618715033027,44.81324659598309,100,
7,0.008181618715033033,32.95746871369361,99,
8,0.00818161871503303,30.70738010100161,97,
9,0.008181618715033026,33.74951343552,72,
10,0.008181618715033036,33.187081105443006,57,
11,0.008181618715033031,33.01177080375455,99,
12,0.008181618715033022,32.02090709613075,99,
13,0.008181618715033027,33.998552633251805,97,
14,0.008181618715033036,35.349134659665474,100,
15,0.008181618715033033,56.76714435760192,100,
16,0.00818161871503303,30.310293969704425,100,
17,0.008181618715033024,34.03577787756154,66,
18,0.008181618715033024,30.53594834130722,100,
19,0.008181618715033031,31.864145535099286,57,
20,0.008181618715033019,37.88379389571684,100,
21,0.008181618715033027,35.994247813917,62,
22,0.008181618715033017,31.963455820180293,100,
23,0.008181618715033022,31.646594649135366,100,
24,0.008181618715033033,30.958662979680525,100,
25,0.008181618715033036,32.541682204371824,62,
26,0.008181618715033031,32.109307298622966,99,
27,0.008181618715033038,31.529040058730544,100,
28,0.008181618715033031,34.08830106869822,99,
29,0.008181618715033034,34.32170572229277,100,
30,0.008181618715033027,34.5403532340298,99,
31,0.008181618715033024,37.04932179922454,100,
32,0.008181618715033019,32.446125389505376,88,
33,0.008181618715033034,33.45507483707747,98,
34,0.00818161871503304,33.86413015584002,100,
35,0.008181618715033024,31.62898320467104,98,
36,0.00818161871503304,30.83816635968318,100,
37,0.008181618715033022,34.68586538263931,100,
38,0.00818161871503303,30.930055645862826,94,
39,0.008181618715033024,30.09775761950125,98,
40,0.008181618715033001,34.17697324129736,100,
41,0.008181618715033036,31.038624802435912,100,
42,0.008181618715033026,32.192715850338374,90,
43,0.008181618715033026,33.68513334780408,89,
44,0.008181618715033034,34.323545460972895,71,
45,0.008181618715033033,54.60753617354384,100,
46,0.008181618715033027,32.30801738704838,83,
47,0.008181618715033022,34.69708175639773,63,
48,0.008181618715033033,34.78487999500311,59,
49,0.008181618715033031,31.93047173549078,64,
50,0.008181618715033031,37.92198174378465,58,
51,0.008181618715033022,40.897687494342094,56,
52,0.008181618715033031,36.97761907788348,67,
53,0.008181618715033031,37.5207940574258,58,
